id,observed_on_string,user_id,quality_grade,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
310480756,2025-08-29 16:30:58,3964011,research,17.2507175305,-88.507133089,Black Poisonwood,Metopium brownei,Black Poisonwood,Plantae,209947,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Metopium,Metopium brownei
310481100,2025-08-30 05:58:13-06:00,112642,research,17.2500833333,-88.5070116667,Megastes praxiteles,Megastes praxiteles,,Insecta,474116,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Megastes,Megastes praxiteles
310481143,2025-08-29 16:39:16,3964011,needs_id,17.2527760471,-88.505455032,Powdery-strap Bromeliad,Catopsis berteroniana,Powdery-strap Bromeliad,Plantae,160238,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Catopsis,Catopsis berteroniana
310481360,2025-08-30 06:03:05-06:00,112642,needs_id,17.2497216667,-88.507095,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310481467,2025-08-30 06:03:16-06:00,112642,needs_id,17.2497116667,-88.5071116667,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310481583,2025-08-30 06:06:31-06:00,112642,needs_id,17.2498633333,-88.507125,"",Lactista,,Insecta,155296,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Lactista,
310481658,2025-08-30 06:10:22-06:00,112642,research,17.2500116667,-88.5070716667,vase bromeliad,Aechmea bracteata,vase bromeliad,Plantae,210961,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea bracteata
310481778,2025-08-30 06:11:09-06:00,112642,needs_id,17.2501466667,-88.5070883333,"",Encyclia bractescens,María's Encyclia,Plantae,283517,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Encyclia,Encyclia bractescens
310481924,2025-08-30 06:11:26-06:00,112642,research,17.2501416667,-88.5071116667,giant airplant,Tillandsia utriculata,giant airplant,Plantae,130077,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia utriculata
310482075,2025-08-30 06:39:25-06:00,112642,needs_id,17.251805,-88.50682,"",Senega,American Milkworts,Plantae,1553544,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Senega,
310482270,2025-08-30 06:40:18-06:00,112642,needs_id,17.2518166667,-88.506775,vase bromeliad,Aechmea bracteata,vase bromeliad,Plantae,210961,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea bracteata
310482431,2025-08-30 06:41:26-06:00,112642,research,17.251975,-88.506905,Palicourea triphylla,Palicourea triphylla,,Plantae,286242,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea triphylla
310482514,2025-08-30 06:42:18-06:00,112642,research,17.2520833333,-88.50685,Nance,Byrsonima crassifolia,Nance,Plantae,154528,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima crassifolia
310482664,2025-08-30 06:42:28-06:00,112642,research,17.2521216667,-88.5068366667,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310482911,2025-08-30 06:42:41-06:00,112642,research,17.2521216667,-88.5068366667,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310483037,2025-08-30 06:43:23-06:00,112642,research,17.252055,-88.5067883333,Licania hypoleuca,Licania hypoleuca,,Plantae,273929,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Licania,Licania hypoleuca
310483123,2025-08-30 06:43:29-06:00,112642,research,17.252055,-88.506805,sore-mouth bush,Palicourea tomentosa,sore-mouth bush,Plantae,1145089,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea tomentosa
310483201,2025-08-30 06:43:46-06:00,112642,research,17.25212,-88.506845,Caribbean pine,Pinus caribaea,Caribbean pine,Plantae,135809,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus caribaea
310483381,2025-08-30 06:45:24-06:00,112642,research,17.2523033333,-88.5067583333,creole tea,Sauvagesia erecta,creole tea,Plantae,168450,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Sauvagesia,Sauvagesia erecta
310483575,2025-08-30 06:45:48-06:00,112642,needs_id,17.2522966667,-88.5067133333,"",Spermacoce,False Buttonweeds,Plantae,131832,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,
310483599,2025-08-30 06:46:04-06:00,112642,needs_id,17.2522666667,-88.5067216667,"",Rhynchospora,Beaksedges,Plantae,57863,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,
310483978,2025-08-30 06:48:38-06:00,112642,research,17.2517083333,-88.5067216667,Cupania scrobiculata,Cupania scrobiculata,,Plantae,281225,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata
310485313,2025-08-30 10:30:00-06:00,8634450,needs_id,17.27543,-88.4634333333,"",Testudines,Turtles and Tortoises,Reptilia,39532,Animalia,Chordata,Reptilia,Testudines,,,
310485845,2025-08-30 06:49:15-06:00,112642,research,17.2515966667,-88.5067216667,Hypericum terrae-firmae,Hypericum terrae-firmae,,Plantae,207743,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum terrae-firmae
310485999,2025-08-30 06:49:31-06:00,112642,research,17.2516166667,-88.5067833333,Cocoplum,Chrysobalanus icaco,Cocoplum,Plantae,160544,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Chrysobalanus,Chrysobalanus icaco
310486109,2025-08-30 09:33:00-06:00,8634450,research,17.24795,-88.4953166667,Chamaecrista kunthiana,Chamaecrista kunthiana,,Plantae,290124,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,Chamaecrista kunthiana
310486256,2025-08-30 06:50:21-06:00,112642,needs_id,17.2516116667,-88.50685,Xylopia frutescens,Xylopia frutescens,,Plantae,548706,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,Xylopia frutescens
310486355,2025-08-30 07:02:22-06:00,112642,research,17.250625,-88.5071333333,Everglades palm,Acoelorraphe wrightii,Everglades palm,Plantae,155598,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Acoelorraphe,Acoelorraphe wrightii
310486607,2025-08-30 07:02:38-06:00,112642,research,17.2506416667,-88.50715,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310486676,2025-08-30 07:02:41-06:00,112642,research,17.250645,-88.5071416667,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310486839,2025-08-30 07:03:09-06:00,112642,research,17.2506966667,-88.5071333333,Pachyrhizus ferrugineus,Pachyrhizus ferrugineus,,Plantae,280597,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,Pachyrhizus ferrugineus
310487027,2025-08-30 07:06:25-06:00,112642,research,17.2516283333,-88.50698,Henriettea succosa,Henriettea succosa,,Plantae,278120,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Henriettea,Henriettea succosa
310487340,2025-08-29 16:35:00-06:00,8634450,research,17.2549463905,-88.5030558232,cashew,Anacardium occidentale,cashew,Plantae,122988,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale
310487545,2025-08-30 10:43:04,8219352,needs_id,17.2631583333,-88.4593888889,plants,Plantae,plants,Plantae,47126,Plantae,,,,,,
310487885,2025-08-30 10:44:26,8219352,needs_id,17.2630861111,-88.4595833333,mosses,Bryophyta,mosses,Plantae,311249,Plantae,Bryophyta,,,,,
310487955,2025-08-30 06:40:00-06:00,8634450,research,17.2510616667,-88.4937883333,Ilex guianensis,Ilex guianensis,,Plantae,284548,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,Ilex guianensis
310488650,2025-08-30 10:46:00,8219352,needs_id,17.2629916667,-88.4597777778,Field Crickets,Gryllinae,Field Crickets,Insecta,122461,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,
310488699,2025-08-29 16:42:00-06:00,8634450,needs_id,17.254325,-88.5023333333,"",Lecanoromycetes,common lichens,Fungi,54743,Fungi,Ascomycota,Lecanoromycetes,,,,
310489700,2025-08-30 10:47:08,8219352,research,17.2629916667,-88.4597805556,Ectatomma tuberculatum,Ectatomma tuberculatum,,Insecta,300347,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma tuberculatum
310489974,2025-08-30 10:48:52,8219352,research,17.2629861111,-88.4599638889,sore-mouth bush,Palicourea tomentosa,sore-mouth bush,Plantae,1145089,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea tomentosa
310490129,2025-08-30 08:46:00-06:00,8634450,research,17.252476495,-88.5066573789,Rust Weed,Polypremum procumbens,Rust Weed,Plantae,131588,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Tetrachondraceae,Polypremum,Polypremum procumbens
310490412,2025-08-29 15:40:00-06:00,8634450,needs_id,17.254555,-88.50287,Oppositeleaf Spotflower,Acmella repens,Oppositeleaf Spotflower,Plantae,200050,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Acmella,Acmella repens
310491148,2025-08-30 10:53:43,8219352,research,17.2629666667,-88.4602916667,Biolleyana pictifrons,Biolleyana pictifrons,,Insecta,632224,Animalia,Arthropoda,Insecta,Hemiptera,Nogodinidae,Biolleyana,Biolleyana pictifrons
310491874,2025-08-30 10:56:32,8219352,needs_id,17.2629694444,-88.4603166667,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,
310493411,2025-08-30 10:58:49,8219352,research,17.2629138889,-88.4602777778,Tropical Sprite,Nehalennia minuta,Tropical Sprite,Insecta,106654,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Nehalennia,Nehalennia minuta
310494139,2025-08-30 11:08:41,8219352,needs_id,17.2623944444,-88.4609944444,Condylostylus,Condylostylus,,Insecta,122222,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,
310495001,2025-08-30 11:19:15,8219352,needs_id,17.2626027778,-88.4606277778,Hexagonia,Hexagonia,,Fungi,202454,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Hexagonia,
310496340,2025-08-30 12:05:48,8219352,needs_id,17.2781388889,-88.4719805556,false foxgloves,Agalinis,false foxgloves,Plantae,62403,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis,
310496992,2025-08-30 14:09:35,8219352,needs_id,17.2503972222,-88.5070194444,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,
310497369,2025-08-30 14:09:40,8219352,needs_id,17.2503722222,-88.5070111111,Lower Epidendroid Orchids,Epidendroideae,Lower Epidendroid Orchids,Plantae,738346,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,,
310499085,2025-08-30 14:10:13,8219352,research,17.2503333333,-88.5069805556,vase bromeliad,Aechmea bracteata,vase bromeliad,Plantae,210961,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea bracteata
310499508,2025-08-30 14:14:31,8219352,needs_id,17.2503694444,-88.5070388889,Pseudomethocini,Pseudomethocini,,Insecta,950700,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,,
310510064,2025-08-29 17:00:00-06:00,8634450,needs_id,17.2525716667,-88.505745,myrtle family,Myrtaceae,myrtle family,Plantae,51816,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,,
310510789,2025-08-30 07:11:08-06:00,112642,needs_id,17.2521216667,-88.50595,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310510991,2025-08-30 07:12:57-06:00,112642,research,17.2526466667,-88.5055916667,Guettarda combsii,Guettarda combsii,,Plantae,278414,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Guettarda,Guettarda combsii
310511034,2025-08-30 07:13:33-06:00,112642,research,17.2527466667,-88.505555,Sabal mauritiiformis,Sabal mauritiiformis,,Plantae,277083,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Sabal,Sabal mauritiiformis
310511126,2025-08-29 17:01:00-06:00,8634450,needs_id,17.25297,-88.505195,Wolf Spiders and Allies,Lycosoidea,Wolf Spiders and Allies,Arachnida,367161,Animalia,Arthropoda,Arachnida,Araneae,,,
310511151,2025-08-30 07:14:03-06:00,112642,needs_id,17.252805,-88.5055,bromeliads,Bromeliaceae,bromeliads,Plantae,49570,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,,
310511242,2025-08-30 07:14:37-06:00,112642,needs_id,17.2527783333,-88.505455,Central American Gulf Coast Toad,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
310511334,2025-08-30 07:16:09-06:00,112642,needs_id,17.2529116667,-88.5051583333,"",Miconia,,Plantae,48887,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,
310511464,2025-08-30 07:17:29-06:00,112642,research,17.2533133333,-88.50483,Scleria bracteata,Scleria bracteata,,Plantae,141083,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scleria,Scleria bracteata
310511650,2025-08-30 14:13:51-06:00,112642,needs_id,17.25032,-88.50715,"",Plantae,plants,Plantae,47126,Plantae,,,,,,
310511846,2025-08-30 14:13:51-06:00,112642,needs_id,17.25032,-88.50715,Aechmea mexicana,Aechmea mexicana,,Plantae,127069,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea mexicana
310511949,2025-08-30 07:22:22-06:00,112642,research,17.2530416667,-88.5046916667,Miconia holosericea,Miconia holosericea,,Plantae,285578,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia holosericea
310512040,2025-08-30 07:24:39-06:00,112642,research,17.252925,-88.504295,Miconia prasina,Miconia prasina,,Plantae,278156,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia prasina
310512156,2025-08-30 07:25:51-06:00,112642,research,17.2529083333,-88.5043416667,Ipomoea peteri,Ipomoea peteri,,Plantae,866757,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea peteri
310512566,2025-08-30 10:00:00-06:00,8634450,needs_id,17.2746116667,-88.4631416667,"",Felinae,Small Cats,Mammalia,846179,Animalia,Chordata,Mammalia,Carnivora,Felidae,,
310528328,2025-08-30T11:02,4812684,casual,17.2621083333,-88.4549466667,Spiders,Peucetia,Green Lynx Spiders,Arachnida,84120,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Peucetia,
310529177,2025-08-30T10:53,4812684,research,17.2627033333,-88.4566716667,Pithecellobium macrandrium,Pithecellobium macrandrium,,Plantae,279435,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pithecellobium,Pithecellobium macrandrium
310529549,2025-08-30T10:46,4812684,research,17.2632416667,-88.4573283333,Passiflora urbaniana,Passiflora urbaniana,,Plantae,332789,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora urbaniana
310530442,2025-08-30T08:06,4812684,research,17.2515783333,-88.5069966667,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310530509,2025-08-30T07:26,4812684,needs_id,17.2529633333,-88.5041366667,Cupania scrobiculata,Cupania scrobiculata,,Plantae,281225,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,Cupania scrobiculata
310550727,2025-08-30 10:59:53,1553950,research,17.2650703,-88.4519274,Stinkingtoe,Hymenaea courbaril,Stinkingtoe,Plantae,139075,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,Hymenaea courbaril
310551855,2025-08-30 10:47:57,1553950,needs_id,17.2681749,-88.4674954,false ironwort,Hyptis capitata,false ironwort,Plantae,164021,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,Hyptis capitata
310553478,2025-08-30 10:46:15,1553950,research,17.2681366997,-88.467555,Ouratea nitida,Ouratea nitida,,Plantae,285794,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Ouratea,Ouratea nitida
310554023,2025-08-30 10:33:45,1553950,research,17.2640267997,-88.4884452997,bullhorn acacia,Vachellia cornigera,bullhorn acacia,Plantae,851933,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia cornigera
310554226,2025-08-30 10:31:53,1553950,research,17.2639865,-88.4883389,Caribbean pine,Pinus caribaea,Caribbean pine,Plantae,135809,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus caribaea
310554754,2025-08-30 10:29:55,1553950,research,17.2640135997,-88.4884444,Nance,Byrsonima crassifolia,Nance,Plantae,154528,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima crassifolia
310556576,2025-08-30 10:24:34,1553950,needs_id,17.2642512,-88.4885567997,dicots,Magnoliopsida,dicots,Plantae,47124,Plantae,Tracheophyta,Magnoliopsida,,,,
310557685,2025-08-30 10:22:26,1553950,research,17.2642428997,-88.4886364,bracted fanpetals,Sida ciliaris,bracted fanpetals,Plantae,168925,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida,Sida ciliaris
310558229,2025-08-30 10:21:06,1553950,research,17.2641601,-88.4885862997,Antiqua Sage,Russelia sarmentosa,Antiqua Sage,Plantae,207751,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Russelia,Russelia sarmentosa
310559115,2025-08-30 10:19:53,1553950,needs_id,17.2641327997,-88.4885553997,Yellow alder,Turnera ulmifolia,Yellow alder,Plantae,170055,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Turnera,Turnera ulmifolia
310560069,2025-08-30 10:19:44,1553950,needs_id,17.2641327997,-88.4885553997,Disonycha,Disonycha,,Insecta,84087,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Disonycha,
310562336,2025-08-30 08:23:35,1553950,needs_id,17.2641701,-88.4585399,Schizomantodea,Schizomantodea,,Insecta,1097013,Animalia,Arthropoda,Insecta,Mantodea,,,
310565710,2025-08-30 08:04:16,1553950,needs_id,17.2632861997,-88.4593428997,Melastomes,Melastomataceae,Melastomes,Plantae,48889,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,,
310566404,2025-08-30 08:01:22,1553950,research,17.2634246,-88.4593035997,Perpendicular Graphic,Melipotis perpendicularis,Perpendicular Graphic,Insecta,321679,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,Melipotis perpendicularis
310566741,2025-08-30 07:59:23,1553950,research,17.2642622,-88.4582864,Cocoplum,Chrysobalanus icaco,Cocoplum,Plantae,160544,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Chrysobalanus,Chrysobalanus icaco
310567114,2025-08-30 07:47:19,1553950,research,17.2644744997,-88.4581558,Central American Gulf Coast Toad,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
310567610,2025-08-30 06:37:43,1553950,research,17.2745448,-88.4623411997,Pombalia calceolaria,Pombalia calceolaria,,Plantae,479069,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Pombalia,Pombalia calceolaria
310568203,2025-08-30 06:36:30,1553950,research,17.2745284,-88.4623143997,Coastal Plain False Foxglove,Agalinis harperi,Coastal Plain False Foxglove,Plantae,158057,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis,Agalinis harperi
310574047,2025-08-29 22:26:30,1553950,research,17.2503741028,-88.5069169194,Central American Gulf Coast Toad,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
310575247,2025-08-29 21:57:05,1553950,research,17.2504677306,-88.5070374528,Nesoecia nigrispina,Nesoecia nigrispina,,Insecta,256690,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Nesoecia,Nesoecia nigrispina
310575858,2025-08-29 21:53:34,1553950,research,17.2506302556,-88.5070548028,Checkered Apogeshna Moth,Apogeshna stenialis,Checkered Apogeshna Moth,Insecta,321799,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Apogeshna,Apogeshna stenialis
310578759,2025-08-29 21:49:03,1553950,needs_id,17.2509392111,-88.5072309056,Episcepsis,Episcepsis,,Insecta,518648,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Episcepsis,
310579382,2025-08-29 21:17:28,1553950,needs_id,17.2549861194,-88.4943982111,Arcuadana,Arcuadana,,Insecta,767639,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Viadana,
310579764,2025-08-29 21:05:29,1553950,needs_id,17.2545448139,-88.4952161194,Latebraria amphipyroides,Latebraria amphipyroides,,Insecta,203859,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Latebraria,Latebraria amphipyroides
310580682,2025-08-29 21:03:46,1553950,needs_id,17.2544200917,-88.4953343028,Predaceous Diving Beetles,Dytiscidae,Predaceous Diving Beetles,Insecta,57659,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,
310581630,2025-08-29 21:02:36,1553950,needs_id,17.2545105722,-88.4953363972,Waterscorpions,Nepidae,Waterscorpions,Insecta,119347,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,,
310581917,2025-08-29 20:57:56,1553950,needs_id,17.2541392139,-88.4959268194,Bungalotis,Bungalotis,,Insecta,247689,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Bungalotis,
310582171,2025-08-29 20:54:56,1553950,needs_id,17.2542007361,-88.4963595778,Cariblatta,Cariblatta,,Insecta,174506,Animalia,Arthropoda,Insecta,Blattodea,Pseudophyllodromiidae,Cariblatta,
310582579,2025-08-29 20:52:27,1553950,research,17.2542142306,-88.4969909028,Coelosis biloba,Coelosis biloba,,Insecta,301499,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Coelosis,Coelosis biloba
310582899,2025-08-29 20:43:14,1553950,needs_id,17.2541468833,-88.4989355028,Common Apple Snails,Pomacea,Common Apple Snails,Mollusca,84111,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,
310583318,2025-08-29 20:40:24,1553950,needs_id,17.2541291972,-88.4994463806,Thaumasia,Thaumasia,,Arachnida,250106,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Thaumasia,
310583543,2025-08-29 20:33:20,1553950,research,17.253964325,-88.5011080944,Central American Gulf Coast Toad,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
310584940,2025-08-29 20:42:37,1553950,needs_id,17.2542298222,-88.499005325,Wandering Spiders,Ctenidae,Wandering Spiders,Arachnida,53389,Animalia,Arthropoda,Arachnida,Araneae,Ctenidae,,
310587064,2025-08-29 16:39:50,9667854,needs_id,17.2547900348,-88.503511101,"sunflowers, daisies, asters, and allies",Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,
310587807,2025-08-29 16:42:00,9667854,needs_id,17.2547900348,-88.503511101,dicots,Magnoliopsida,dicots,Plantae,47124,Plantae,Tracheophyta,Magnoliopsida,,,,
310590156,2025-08-29 16:49:10,9667854,research,17.2547900348,-88.503511101,Miconia ciliata,Miconia ciliata,,Plantae,285568,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia ciliata
310590476,2025-08-29 16:52:22,9667854,research,17.2547900348,-88.503511101,Pachyrhizus ferrugineus,Pachyrhizus ferrugineus,,Plantae,280597,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,Pachyrhizus ferrugineus
310590962,2025-08-29 16:55:07,9667854,needs_id,17.2547900348,-88.503511101,,Ipomoea peteri,,Plantae,866757,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea peteri
310591489,2025-08-29 16:55:12,9667854,research,17.2547900348,-88.503511101,Thicket Hogwood,Miconia strigillosa,Thicket Hogwood,Plantae,1358872,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia strigillosa
310591773,2025-08-29 17:09:14,9667854,research,17.2547900348,-88.503511101,Red Aphelandra,Aphelandra scabra,Red Aphelandra,Plantae,291092,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Aphelandra,Aphelandra scabra
310592643,2025-08-29 17:14:48,9667854,needs_id,17.2547900348,-88.503511101,Smeryngolaphria,Smeryngolaphria,,Insecta,447052,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Smeryngolaphria,
310593531,2025-08-29 17:17:19,9667854,research,17.2547900348,-88.503511101,Neurolaena lobata,Neurolaena lobata,,Plantae,165697,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Neurolaena,Neurolaena lobata
310593805,2025-08-29 17:19:49,9667854,research,17.2547900348,-88.503511101,sore-mouth bush,Palicourea tomentosa,sore-mouth bush,Plantae,1145089,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea tomentosa
310594334,2025-08-29 17:21:13,9667854,needs_id,17.2547900348,-88.503511101,,Plantae,plants,Plantae,47126,Plantae,,,,,,
310595415,2025-08-29 17:22:12,9667854,needs_id,17.2547900348,-88.503511101,Jumping Spiders,Salticidae,Jumping Spiders,Arachnida,48139,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,,
310595758,2025-08-29 17:25:03,9667854,needs_id,17.2547900348,-88.503511101,Wandering Spiders,Ctenidae,Wandering Spiders,Arachnida,53389,Animalia,Arthropoda,Arachnida,Araneae,Ctenidae,,
310596274,2025-08-29 17:30:05,9667854,needs_id,17.2547900348,-88.503511101,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,
310596642,2025-08-29 17:30:26,9667854,needs_id,17.2547900348,-88.503511101,Helicinidae,Helicinidae,,Mollusca,85811,Animalia,Mollusca,Gastropoda,Cycloneritida,Helicinidae,,
310596984,2025-08-29 17:33:40,9667854,research,17.2547900348,-88.503511101,horse balls,Tabernaemontana donnell-smithii,horse balls,Plantae,291209,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana donnell-smithii
