id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
237566617,Heart-leaf Philodendron,Epilampra,,Insecta,252956,Animalia,Arthropoda,Hexapoda,Insecta,Blattodea,Blaberidae,Epilampra,
237566643,Gumbo Limbo,Schizocosa avida,lance wolf spider,Arachnida,153818,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Lycosidae,Schizocosa,Schizocosa avida
237566844,Brazil Beauty-Leaf,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Piperales,Piperaceae,Piper,
237567146,Typical Orbweavers,Platymiscium dimorphandrum,,Plantae,138695,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Platymiscium,Platymiscium dimorphandrum
237567332,Wolf Spiders and Allies,Cupania belizensis,,Plantae,286308,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Sapindales,Sapindaceae,Cupania,Cupania belizensis
237567432,Cojobas,Hymenocallis littoralis,Beach Spider Lily,Plantae,210935,Plantae,Tracheophyta,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Hymenocallis,Hymenocallis littoralis
237567535,Cuernavaca,Hippobroma longiflora,Star of Bethlehem,Plantae,154827,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,Hippobroma longiflora
237568047,Xylaria,Teleogryllus,,Insecta,378341,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Gryllidae,Teleogryllus,
237568071,"Acacias, Mimosas, mesquites, and allies",Hypercompe caudata,,Insecta,256941,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Hypercompe,Hypercompe caudata
237568227,Western Honey Bee,Sericochroa,,Insecta,548034,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Notodontidae,Sericochroa,
237568514,Chelodesminae,Leucauge argyra,,Arachnida,53768,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge argyra
237568629,Pyramidula,Acalypha,three-seeded mercuries,Plantae,71940,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,
237568727,mosses,Cestrum nocturnum,night jessamine,Plantae,76225,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Cestrum,Cestrum nocturnum
237568801,Obese Funnel,Cecropia peltata,trumpet tree,Plantae,284772,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia peltata
237568954,Corythalia,Solanum torvum,Turkey Berry,Plantae,63694,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum torvum
237569160,Parasa,Ascia monuste,Great Southern White,Insecta,51536,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Pieridae,Ascia,Ascia monuste
237569301,Eriophora edax,Colpoptera,,Insecta,743904,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Nogodinidae,Colpoptera,
237569979,Cydosia,Ficus obtusifolia,,Plantae,285682,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus obtusifolia
237570265,Pavonia schiedeana,Lonchocarpus castilloi,,Plantae,209939,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,Lonchocarpus castilloi
237570397,Ghost Ant,Muntingia calabura,calabur tree,Plantae,165586,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malvales,Muntingiaceae,Muntingia,Muntingia calabura
237570418,Dwarf Gray-striped Woodlouse,Terminalia buceras,Gregorywood,Plantae,867073,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia buceras
237570472,Bristly Millipede,Dendropanax arboreus,angelica tree,Plantae,209905,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus
237570516,Sweet Potato Weevil,Curculionidae,True Weevils,Insecta,48736,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Curculionidae,,
237570663,Creugas,Beauveria bassiana,Icing sugar fungus,Fungi,862160,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana
237570680,Erythrogonia jucunda,Philodendron radiatum,Split Leaf Climber,Plantae,273809,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron radiatum
237570695,Asian House Gecko,Atta,Atta Leaf-cutter Ants,Insecta,61284,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Formicidae,Atta,
237570857,Little Sea Pill Woodlouse,Euptoieta hegesia,Mexican Fritillary,Insecta,68268,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Euptoieta,Euptoieta hegesia
237570870,Dicymolomia,Melanthera nivea,Snow Squarestem,Plantae,131167,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Melanthera,Melanthera nivea
237570944,Strigamia,Cephalotes umbraculatus,,Insecta,265998,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes umbraculatus
237571017,Cisthene,Dione vanillae,Gulf Fritillary,Insecta,49150,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae
237571041,Meriola,Syngonium podophyllum,Goosefoot-plant,Plantae,143208,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Syngonium,Syngonium podophyllum
237571245,Trichorhina,Legatus leucophaius,Piratic Flycatcher,Aves,17312,Animalia,Chordata,Vertebrata,Aves,Passeriformes,Tyrannidae,Legatus,Legatus leucophaius
237571398,Worm-like Millipedes,Thraupis abbas,Yellow-winged Tanager,Aves,10294,Animalia,Chordata,Vertebrata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis abbas
237571497,Papaya,Anartia jatrophae,White Peacock,Insecta,49761,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Anartia,Anartia jatrophae
237571576,polypody family,Cathartes aura,Turkey Vulture,Aves,4756,Animalia,Chordata,Vertebrata,Aves,Cathartiformes,Cathartidae,Cathartes,Cathartes aura
237571712,Pom Pom Orchid Tree,Danaus gilippus,Queen,Insecta,51743,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
237573236,Turtle Beetles,Metaleptea brevicornis,Clipped-winged Grasshopper,Insecta,224973,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Metaleptea,Metaleptea brevicornis
237573275,Red-tipped Swampdamsel,Ethmia delliella,Ladder-backed Ethmia Moth,Insecta,344707,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Ethmiidae,Ethmia,Ethmia delliella
237573291,White-Skippers,Dichromorpha,,Insecta,146636,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Dichromorpha,
237573348,Horse Lubbers,Palthis asopialis,Faint-spotted Palthis Moth,Insecta,52902,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Palthis,Palthis asopialis
237573381,Scrubsnails,Typophorus nigritus,Sweet Potato Leaf Beetle,Insecta,233178,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Typophorus,Typophorus nigritus
237573417,Acromyrmex Leaf-cutter Ants,Parasa minima,,Insecta,633060,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Limacodidae,Parasa,Parasa minima
237573471,Cassava,Palpita flegia,Satin White Palpita,Insecta,311319,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita flegia
237573499,Freya,Loxophlebia,,Insecta,448333,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Loxophlebia,
237573568,Aedes scapularis,Tachinidae,Tachinid Flies,Insecta,51953,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Tachinidae,,
237573597,Clathrus crispus,Enyo ocypete,Swift-winged Sphinx,Insecta,257282,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Sphingidae,Enyo,Enyo ocypete
237573663,Erythrogonia laudata,Isognathus rimosa,Rimosus Sphinx,Insecta,200098,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Sphingidae,Isognathus,Isognathus rimosa
237576895,Haematodus-group Trap-jaw Ants,Neolema sexpunctata,Six-spotted Neolema,Insecta,225652,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Neolema,Neolema sexpunctata
237576917,Carpenter Ants,Frigga,,Arachnida,250069,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Salticidae,Frigga,
237576942,Damselflies,Scopula,,Insecta,52048,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,Scopula,
237576962,Garden Orbweavers,Pomacea canaliculata,Channeled Apple Snail,Mollusca,122278,Animalia,Mollusca,,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,Pomacea canaliculata
237577020,Blue-eyed Setwing,Cicadoidea,Cicadas,Insecta,50190,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,,,
237577059,Psilocurus,Lampyrinae,typical fireflies,Insecta,460312,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Lampyridae,,
237577076,tropical resurrection fern,Coccoidea,Scale Insects,Insecta,60922,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,,,
237577118,Paradise Jumping Spiders,Azteca,Cecropia Ants and Allies,Insecta,132196,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Formicidae,Azteca,
237577130,"Ants, Bees, Wasps, and Sawflies",Anthophila,Bees,Insecta,630955,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,,,
237577144,Bitter Melon,Coprinellus,,Fungi,56315,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,
237577167,Giant leather fern,Arawacus,Stripe-streaks,Insecta,86591,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Lycaenidae,Arawacus,
237577172,Mosquitoes,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Piperales,Piperaceae,Piper,
237577197,artillery plant,Atta,Atta Leaf-cutter Ants,Insecta,61284,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Formicidae,Atta,
237578450,Pantropical Huntsman Spider,Antiblemma,,Insecta,424354,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Antiblemma,
237578566,Lizards,Dipropus,,Insecta,330896,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Elateridae,Dipropus,
237578693,Large American Opossums,Prosapia simulans,,Insecta,362355,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Cercopidae,Prosapia,Prosapia simulans
237578805,Eurasian Collared-Dove,Diceroprocta heathi,,Insecta,1375791,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Cicadidae,Diceroprocta,Diceroprocta heathi
237578840,Feral Pigeon,Eutelia furcata,,Insecta,318973,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata
237578863,Squirrel Cuckoo,Herbita,,Insecta,524894,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,Herbita,
237578887,Rufous-tailed Hummingbird,Palpita flegia,Satin White Palpita,Insecta,311319,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita flegia
237578911,Green Heron,Phoenicoprocta sanguinea,,Insecta,606876,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Phoenicoprocta,Phoenicoprocta sanguinea
237578959,Black Vulture,Herbita,,Insecta,524894,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,Herbita,
237578978,Black-headed Trogon,Omophoita cyanipennis,Eight-spotted Flea Beetle,Insecta,358164,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Omophoita,Omophoita cyanipennis
237579016,Green Kingfisher,Cydosia curvinella,,Insecta,514014,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Noctuidae,Cydosia,Cydosia curvinella
237579047,Golden-fronted Woodpecker,Diphthera festiva,Hieroglyphic Moth,Insecta,173793,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nolidae,Diphthera,Diphthera festiva
237579131,Glorious Blue-Skipper,Derambila,,Insecta,199446,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Geometridae,Derambila,
237579171,Pleated Pluteus,Poecilanthrax,,Insecta,117237,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Bombyliidae,Poecilanthrax,
237579220,Earliella scabrosa,Microthyris,,Insecta,325462,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Microthyris,
237579281,mushroom,Conchylodes,,Insecta,132446,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Crambidae,Conchylodes,
237579301,Brittle Cinder,Gonodonta sinaldus,Moonseed Fruitpiercer,Insecta,319962,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Gonodonta,Gonodonta sinaldus
237579319,Reclined Pill Woodlice,Lophocampa,,Insecta,67692,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Lophocampa,
237579343,Barred Antshrike,Notodontidae,Prominent Moths,Insecta,47718,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Notodontidae,,
237579389,Olive-throated Parakeet,Hypercompe caudata,,Insecta,256941,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Erebidae,Hypercompe,Hypercompe caudata
237579430,Ivory-billed Woodcreeper,Periplaneta australasiae,Australian Cockroach,Insecta,129346,Animalia,Arthropoda,Hexapoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta australasiae
237579453,Greenish Elaenia,Epilampra,,Insecta,252956,Animalia,Arthropoda,Hexapoda,Insecta,Blattodea,Blaberidae,Epilampra,
237579471,Northern Tropical Pewee,Scytodes,,Arachnida,57451,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Scytodidae,Scytodes,
237579542,Boat-billed Flycatcher,Oleacinidae,,Mollusca,85940,Animalia,Mollusca,,Gastropoda,Stylommatophora,Oleacinidae,,
237579570,Social Flycatcher,Subulina octona,Miniature Awlsnail,Mollusca,209069,Animalia,Mollusca,,Gastropoda,Stylommatophora,Achatinidae,Subulina,Subulina octona
237579621,Swallow sp,Diptera,Flies,Insecta,47822,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,,,
237579660,House Wren,Heteropoda,Giant Huntsman Spiders,Arachnida,48766,Animalia,Arthropoda,Chelicerata,Arachnida,Araneae,Sparassidae,Heteropoda,
237579684,Spot-breasted Wren,Incilius valliceps,Central American Gulf Coast Toad,Amphibia,65860,Animalia,Chordata,Vertebrata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps
237579775,Clay-colored Thrush,Mycetozoa,slime molds,Protozoa,47685,Protozoa,Mycetozoa,,,,,,
237579823,Yellow-throated Euphonia,Lithobates vaillanti,Vaillant's Frog,Amphibia,66016,Animalia,Chordata,Vertebrata,Amphibia,Anura,Ranidae,Lithobates,Lithobates vaillanti
237579905,Melodious Blackbird,Basiliscus vittatus,Brown Basilisk,Reptilia,33118,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Corytophanidae,Basiliscus,Basiliscus vittatus
237579991,Great-tailed Grackle,Belonesox belizanus,Pike Topminnow,Actinopterygii,179516,Animalia,Chordata,Vertebrata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Belonesox,Belonesox belizanus
237580007,Blue-gray Tanager,Chuco intermedium,Peten Cichlid,Actinopterygii,1316771,Animalia,Chordata,Vertebrata,Actinopterygii,Cichliformes,Cichlidae,Chuco,Chuco intermedium
237580120,Blue-black Grassquit,Fuscoporia gilva,Mustard Yellow Polypore,Fungi,896124,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia gilva
237580182,Cinnamon-bellied Saltator,Anolis sagrei,Brown Anole,Reptilia,116461,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Anolidae,Anolis,Anolis sagrei
237580213,Domestic Muscovy Duck,Copaeodes minima,Southern Skipperling,Insecta,202451,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Hesperiidae,Copaeodes,Copaeodes minima
237580287,White-winged Dove,Bombyliidae,Bee Flies,Insecta,51558,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Bombyliidae,,
237580305,Northern Waterthrush,Insecta,Insects,Insecta,47158,Animalia,Arthropoda,Hexapoda,Insecta,,,,
237580360,Yellow Warbler,Thermonectus,,Insecta,126263,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Dytiscidae,Thermonectus,
237580423,Margaritaria nobilis,Conocephalus,Lesser Meadow Katydids,Insecta,118890,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus,
237580632,Phlugis,Castilia myia,Mayan crescent,Insecta,148512,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Castilia,Castilia myia
237581211,Trametes,Psidium,guavas,Plantae,62867,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Myrtales,Myrtaceae,Psidium,
237581483,Heliotropes,Polistes instabilis,Unstable Paper Wasp,Insecta,300637,Animalia,Arthropoda,Hexapoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes instabilis
237581915,Native Bougainvillea,Lepidoptera,Butterflies and Moths,Insecta,47157,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,,,
237581938,Common Mestra,Ululodes,,Insecta,178673,Animalia,Arthropoda,Hexapoda,Insecta,Neuroptera,Myrmeleontidae,Ululodes,
237581994,Longwings,Parthenium hysterophorus,Santa Maria feverfew,Plantae,126424,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus
237582015,Stripe-streaks,Disonycha glabrata,Pigweed Flea Beetle,Insecta,309839,Animalia,Arthropoda,Hexapoda,Insecta,Coleoptera,Chrysomelidae,Disonycha,Disonycha glabrata
237582030,Rock Pigeon (Feral Pigeon),Hamelia patens,Firebush,Plantae,126305,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,Hamelia patens
237582134,Patagioenas sp.,Anolis lemurinus,Ghost Anole,Reptilia,116430,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Anolidae,Anolis,Anolis lemurinus
237582182,Lesser Swallow-tailed Swift,Musa,Bananas,Plantae,62911,Plantae,Tracheophyta,Angiospermae,Liliopsida,Zingiberales,Musaceae,Musa,
237582201,White-bellied Emerald,Ruellia nudiflora,violet ruellia,Plantae,168220,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,Ruellia nudiflora
237582250,Ferruginous Pygmy-Owl,Piper,pepper plants,Plantae,83584,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Piperales,Piperaceae,Piper,
237582448,Red-lored Parrot,Orphulella,,Insecta,119622,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Orphulella,
237583269,Parrots,Hippobroma longiflora,Star of Bethlehem,Plantae,154827,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,Hippobroma longiflora
237583643,American Redstart,Hamelia patens,Firebush,Plantae,126305,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,Hamelia patens
237596562,Morelet's Seedeater,Ricinus communis,castor bean,Plantae,56739,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis
237596815,Short-billed Pigeon,Sphagneticola trilobata,trailing daisy,Plantae,246102,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
237596925,White-tipped Dove,Dione vanillae,Gulf Fritillary,Insecta,49150,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae
237597068,Amazon Kingfisher,Vachellia,thorn trees,Plantae,72418,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Vachellia,
237597147,Northern Rough-winged Swallow,Setaria,foxtails and bristlegrasses,Plantae,50055,Plantae,Tracheophyta,Angiospermae,Liliopsida,Poales,Poaceae,Setaria,
237597235,Barn Swallow,Cydosia,,Insecta,143857,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Noctuidae,Cydosia,
237597438,Yellow-billed Cacique,Emesis tenedia,Falcate Emesis,Insecta,148854,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Riodinidae,Emesis,Emesis tenedia
237597512,Red-throated Ant-Tanager,Melampodium,,Plantae,82470,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Melampodium,
237597602,Buff-throated Saltator,Neea psychotrioides,,Plantae,285777,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Nyctaginaceae,Neea,Neea psychotrioides
237597661,Black-bellied Whistling-Duck,Heliopetes arsalte,Veined White-Skipper,Insecta,82482,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Hesperiidae,Heliopetes,Heliopetes arsalte
237597793,Groove-billed Ani,Acalypha arvensis,Field Copperleaf,Plantae,157888,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha arvensis
237597846,Yellow-olive Flatbill,Asclepias curassavica,tropical milkweed,Plantae,75602,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias curassavica
237598015,White-breasted Wood-Wren,Zelus janus,,Insecta,308639,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus janus
237598051,Louisiana Waterthrush,Mimosa pudica,Sensitive Plant,Plantae,51921,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa pudica
237598114,Plain Chachalaca,Chamaecrista,sensitive and partridge peas,Plantae,53262,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,
237598205,Pale-vented Pigeon,Chlosyne lacinia,Bordered Patch,Insecta,68240,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,Chlosyne lacinia
237598277,Smoky-brown Woodpecker,Mantodea,Mantises,Insecta,48112,Animalia,Arthropoda,Hexapoda,Insecta,Mantodea,,,
237598306,White-fronted Parrot,Euptoieta hegesia,Mexican Fritillary,Insecta,68268,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Euptoieta,Euptoieta hegesia
237598487,Brown-crested Flycatcher,Panthiades bathildis,Zebra-striped Hairstreak,Insecta,193874,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Lycaenidae,Panthiades,Panthiades bathildis
237598535,Rufous-browed Peppershrike,Palpada furcata,Tropical Plushback,Insecta,425253,Animalia,Arthropoda,Hexapoda,Insecta,Diptera,Syrphidae,Palpada,Palpada furcata
237598584,Gray-breasted Martin,Chlosyne theona,Theona Checkerspot,Insecta,144223,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,Chlosyne theona
237598673,Black-and-white Warbler,Oncopeltus,,Insecta,55559,Animalia,Arthropoda,Hexapoda,Insecta,Hemiptera,Lygaeidae,Oncopeltus,
237598773,Red-billed Pigeon,Euphorbia heterophylla,painted spurge,Plantae,162829,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia heterophylla
237598846,Western Cattle Egret,Pyrisitia proterpia,Tailed Orange,Insecta,144187,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Pieridae,Pyrisitia,Pyrisitia proterpia
237598876,Coragyps atratus,Euptoieta hegesia,Mexican Fritillary,Insecta,68268,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Euptoieta,Euptoieta hegesia
237598913,Sulphur-bellied Flycatcher,Crinum americanum,Southern Swamp Crinum,Plantae,128713,Plantae,Tracheophyta,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Crinum,Crinum americanum
237599032,Tropical Kingbird,Romalea obscura,,Insecta,1501195,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Romaleidae,Romalea,Romalea obscura
237599142,Yellow-throated Vireo,Calephelis,,Insecta,129364,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Riodinidae,Calephelis,
237599256,Red-eyed Vireo,Aidemona azteca,Aztec Spur-throated Grasshopper,Insecta,205316,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Aidemona,Aidemona azteca
237599296,Yellow-green Vireo,Aidemona azteca,Aztec Spur-throated Grasshopper,Insecta,205316,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Aidemona,Aidemona azteca
237599352,Brown Jay,Pteronymia cotytto,,Insecta,148755,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Nymphalidae,Pteronymia,Pteronymia cotytto
237599397,Bank Swallow,Abracris,,Insecta,119628,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Abracris,
237599523,Purple Martin,Abracris flavolineata,,Insecta,119627,Animalia,Arthropoda,Hexapoda,Insecta,Orthoptera,Acrididae,Abracris,Abracris flavolineata
237599596,Cliff Swallow,Anthurium pentaphyllum,,Plantae,273808,Plantae,Tracheophyta,Angiospermae,Liliopsida,Alismatales,Araceae,Anthurium,Anthurium pentaphyllum
237599742,Scrub Euphonia,Guazuma ulmifolia,West Indian Elm,Plantae,154538,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Guazuma,Guazuma ulmifolia
237599770,Green-backed Sparrow,Sphagneticola trilobata,trailing daisy,Plantae,246102,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
237599801,Black-headed Saltator,Calephelis,,Insecta,129364,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Riodinidae,Calephelis,
237599858,,Trametes sanguinea,Cinnabar Bracket,Fungi,974664,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes sanguinea
237599956,,Momordica charantia charantia,,Plantae,737532,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,Momordica charantia
237599984,,Paches,,Insecta,148803,Animalia,Arthropoda,Hexapoda,Insecta,Lepidoptera,Hesperiidae,Paches,
237600031,,Spondias radlkoferi,,Plantae,206322,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,Spondias radlkoferi
237600138,,Phyla nodiflora,turkey tangle frogfruit,Plantae,59040,Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla nodiflora
